time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-17 00:00:00+00:00,294,169,60,21
2025-06-18 00:00:00+00:00,148,121,26,17
2025-06-19 00:00:00+00:00,307,74,54,23
2025-06-20 00:00:00+00:00,101,32,30,20
2025-06-21 00:00:00+00:00,138,62,20,10
2025-06-22 00:00:00+00:00,50,12,13,9
2025-06-23 00:00:00+00:00,454,86,98,34
2025-06-24 00:00:00+00:00,383,101,38,22
2025-06-25 00:00:00+00:00,314,134,30,18
2025-06-26 00:00:00+00:00,263,73,27,17
2025-06-27 00:00:00+00:00,483,86,64,22
2025-06-28 00:00:00+00:00,278,86,37,11
2025-06-29 00:00:00+00:00,79,65,21,7
2025-06-30 00:00:00+00:00,245,72,26,16
