url_path,views_total,views_unique
/open-feature/spec,249,181
/open-feature/spec/pull/245,124,13
/open-feature/spec/tree/main/specification,60,22
/open-feature/spec/pull/241,56,18
/open-feature/spec/pull/245/files,49,8
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,39,8
/open-feature/spec/pull/246,37,10
/open-feature/spec/pulls,32,10
/open-feature/spec/blob/main/specification/sections/04-hooks.md,20,6
/open-feature/spec/blob/main/specification/types.md,18,4
