url_path,views_total,views_unique
/open-feature/spec,228,187
/open-feature/spec/tree/main/specification,19,17
/open-feature/spec/commits/main,15,4
/open-feature/spec/issues,14,13
/open-feature/spec/pull/305,13,5
/open-feature/spec/pull/306/files,10,6
/open-feature/spec/pull/306,8,3
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,7,7
/open-feature/spec/blob/main/specification/sections/02-providers.md,7,7
/open-feature/spec/pulls,7,5
