time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-24 00:00:00+00:00,448,211,37,25
2026-06-25 00:00:00+00:00,765,237,32,18
2026-06-26 00:00:00+00:00,386,173,74,42
2026-06-27 00:00:00+00:00,510,182,28,26
2026-06-28 00:00:00+00:00,772,205,58,47
2026-06-29 00:00:00+00:00,531,228,45,28
2026-06-30 00:00:00+00:00,881,275,46,27
2026-07-01 00:00:00+00:00,791,302,33,24
2026-07-02 00:00:00+00:00,1270,369,49,27
2026-07-03 00:00:00+00:00,962,247,102,36
2026-07-04 00:00:00+00:00,399,204,13,13
2026-07-05 00:00:00+00:00,284,174,15,8
2026-07-06 00:00:00+00:00,492,246,63,26
2026-07-07 00:00:00+00:00,609,245,29,16
