time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-19 00:00:00+00:00,16,11,24,13
2025-04-20 00:00:00+00:00,18,12,20,13
2025-04-21 00:00:00+00:00,391,20,38,20
2025-04-22 00:00:00+00:00,330,114,53,22
2025-04-23 00:00:00+00:00,868,200,63,26
2025-04-24 00:00:00+00:00,761,457,99,35
2025-04-25 00:00:00+00:00,487,237,64,26
2025-04-26 00:00:00+00:00,36,21,9,6
2025-04-27 00:00:00+00:00,108,33,22,15
2025-04-28 00:00:00+00:00,187,56,40,31
2025-04-29 00:00:00+00:00,179,51,42,19
2025-04-30 00:00:00+00:00,58,27,80,24
2025-05-01 00:00:00+00:00,99,26,12,10
2025-05-02 00:00:00+00:00,364,198,20,18
