time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-16 00:00:00+00:00,1656,116,78,33
2026-03-17 00:00:00+00:00,311,105,45,22
2026-03-18 00:00:00+00:00,531,83,47,27
2026-03-19 00:00:00+00:00,310,39,35,18
2026-03-20 00:00:00+00:00,468,80,31,23
2026-03-21 00:00:00+00:00,428,97,50,8
2026-03-22 00:00:00+00:00,232,79,15,10
2026-03-23 00:00:00+00:00,369,75,56,30
2026-03-24 00:00:00+00:00,209,77,37,19
2026-03-25 00:00:00+00:00,265,93,35,26
2026-03-26 00:00:00+00:00,435,82,59,26
2026-03-27 00:00:00+00:00,434,56,45,23
2026-03-28 00:00:00+00:00,239,69,16,9
2026-03-29 00:00:00+00:00,226,91,14,8
