time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-02 00:00:00+00:00,38,23,77,31
2025-04-03 00:00:00+00:00,95,27,37,30
2025-04-04 00:00:00+00:00,73,26,30,22
2025-04-05 00:00:00+00:00,165,47,23,15
2025-04-06 00:00:00+00:00,53,16,11,9
2025-04-07 00:00:00+00:00,303,30,59,27
2025-04-08 00:00:00+00:00,410,90,52,26
2025-04-09 00:00:00+00:00,972,44,39,26
2025-04-10 00:00:00+00:00,792,44,30,24
2025-04-11 00:00:00+00:00,942,28,31,20
2025-04-12 00:00:00+00:00,390,20,13,7
2025-04-13 00:00:00+00:00,15,11,8,8
2025-04-14 00:00:00+00:00,337,83,62,29
2025-04-15 00:00:00+00:00,177,50,29,20
