url_path,views_total,views_unique
/open-feature/spec,237,197
/open-feature/spec/tree/main/specification,77,28
/open-feature/spec/tree/main/tools,43,15
/open-feature/spec/blob/main/specification/sections/02-providers.md,22,7
/open-feature/spec/issues/265,21,9
/open-feature/spec/blob/main/specification/sections/06-tracking.md,19,9
/open-feature/spec/tree/main/tools/repo_parser,19,6
/open-feature/spec/tree/main/specification/sections,17,8
/open-feature/spec/blob/main/specification/glossary.md,15,7
/open-feature/spec/issues,14,13
