time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-28 00:00:00+00:00,128,111,20,15
2025-09-29 00:00:00+00:00,352,97,47,19
2025-09-30 00:00:00+00:00,471,151,106,34
2025-10-01 00:00:00+00:00,182,21,38,26
2025-10-02 00:00:00+00:00,321,104,41,20
2025-10-03 00:00:00+00:00,302,31,38,22
2025-10-04 00:00:00+00:00,59,18,19,12
2025-10-05 00:00:00+00:00,141,37,18,11
2025-10-06 00:00:00+00:00,123,52,43,32
2025-10-07 00:00:00+00:00,253,60,26,15
2025-10-08 00:00:00+00:00,570,101,36,17
2025-10-09 00:00:00+00:00,298,71,46,19
2025-10-10 00:00:00+00:00,73,24,36,19
2025-10-11 00:00:00+00:00,19,12,5,4
