url_path,views_total,views_unique
/open-feature/spec,218,170
/open-feature/spec/issues/359,30,9
/open-feature/spec/tree/main/specification,27,22
/open-feature/spec/issues,18,11
/open-feature/spec/releases/tag/v0.8.0,14,14
/open-feature/spec/pulls,14,9
/open-feature/spec/blob/main/specification/glossary.md,12,8
/open-feature/spec/commits/main,9,2
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,8,7
/open-feature/spec/blob/main/specification/sections/02-providers.md,8,4
