url_path,views_total,views_unique
/open-feature/spec,180,159
/open-feature/spec/tree/main/specification,62,24
/open-feature/spec/blob/main/specification/sections/02-providers.md,21,8
/open-feature/spec/blob/main/specification/sections/03-evaluation-context.md,21,3
/open-feature/spec/blob/main/specification/types.md,20,5
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,18,7
/open-feature/spec/tree/main/specification/sections,16,5
/open-feature/spec/blob/main/specification/glossary.md,14,5
/open-feature/spec/tree/main/tools,13,6
/open-feature/spec/issues,7,6
