time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-02 00:00:00+00:00,26,7,8,8
2024-06-03 00:00:00+00:00,82,9,41,23
2024-06-04 00:00:00+00:00,93,12,47,15
2024-06-05 00:00:00+00:00,108,16,60,18
2024-06-06 00:00:00+00:00,556,31,57,21
2024-06-07 00:00:00+00:00,161,22,64,25
2024-06-08 00:00:00+00:00,36,12,11,8
2024-06-09 00:00:00+00:00,42,7,15,8
2024-06-10 00:00:00+00:00,106,13,80,36
2024-06-11 00:00:00+00:00,70,23,99,24
2024-06-12 00:00:00+00:00,82,22,61,20
2024-06-13 00:00:00+00:00,159,16,42,20
2024-06-14 00:00:00+00:00,191,16,55,19
2024-06-15 00:00:00+00:00,67,3,17,5
