time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-30 00:00:00+00:00,84,3,26,15
2024-07-31 00:00:00+00:00,34,4,61,24
2024-08-01 00:00:00+00:00,24,3,57,17
2024-08-02 00:00:00+00:00,203,4,24,14
2024-08-03 00:00:00+00:00,41,3,14,9
2024-08-04 00:00:00+00:00,35,1,17,5
2024-08-05 00:00:00+00:00,155,6,35,16
2024-08-06 00:00:00+00:00,55,6,42,16
2024-08-07 00:00:00+00:00,39,6,55,19
2024-08-08 00:00:00+00:00,37,4,41,22
2024-08-09 00:00:00+00:00,100,4,29,16
2024-08-10 00:00:00+00:00,8,3,6,4
2024-08-11 00:00:00+00:00,4,3,7,6
2024-08-12 00:00:00+00:00,21,3,45,23
