time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-05 00:00:00+00:00,181,16,63,32
2024-02-06 00:00:00+00:00,157,37,164,48
2024-02-07 00:00:00+00:00,97,18,232,38
2024-02-08 00:00:00+00:00,137,38,221,38
2024-02-09 00:00:00+00:00,181,67,104,32
2024-02-10 00:00:00+00:00,53,19,13,9
2024-02-11 00:00:00+00:00,20,14,21,13
2024-02-12 00:00:00+00:00,148,32,24,16
2024-02-13 00:00:00+00:00,416,44,37,17
2024-02-14 00:00:00+00:00,478,37,135,27
2024-02-15 00:00:00+00:00,559,26,75,32
2024-02-16 00:00:00+00:00,50,11,81,19
2024-02-17 00:00:00+00:00,43,9,27,12
2024-02-18 00:00:00+00:00,15,7,34,17
