time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-16 00:00:00+00:00,66,22,18,13
2025-08-17 00:00:00+00:00,48,29,20,9
2025-08-18 00:00:00+00:00,169,56,89,16
2025-08-19 00:00:00+00:00,115,46,12,9
2025-08-20 00:00:00+00:00,94,49,18,16
2025-08-21 00:00:00+00:00,96,54,7,3
2025-08-22 00:00:00+00:00,83,22,23,10
2025-08-23 00:00:00+00:00,27,17,5,5
2025-08-24 00:00:00+00:00,24,15,11,10
2025-08-25 00:00:00+00:00,248,63,50,19
2025-08-26 00:00:00+00:00,258,19,65,24
2025-08-27 00:00:00+00:00,116,23,43,23
2025-08-28 00:00:00+00:00,95,32,61,29
2025-08-29 00:00:00+00:00,68,11,29,15
