time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-12 00:00:00+00:00,94,5,47,23
2024-12-13 00:00:00+00:00,147,9,18,16
2024-12-14 00:00:00+00:00,7,5,13,7
2024-12-15 00:00:00+00:00,18,5,7,5
2024-12-16 00:00:00+00:00,91,5,61,36
2024-12-17 00:00:00+00:00,254,6,44,24
2024-12-18 00:00:00+00:00,238,17,67,26
2024-12-19 00:00:00+00:00,96,8,67,42
2024-12-20 00:00:00+00:00,42,7,53,19
2024-12-21 00:00:00+00:00,45,3,7,5
2024-12-22 00:00:00+00:00,279,6,12,9
2024-12-23 00:00:00+00:00,123,5,41,23
2024-12-24 00:00:00+00:00,164,4,38,18
2024-12-25 00:00:00+00:00,61,2,13,11
