time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-15 00:00:00+00:00,388,202,44,24
2025-05-16 00:00:00+00:00,245,100,14,9
2025-05-17 00:00:00+00:00,37,19,27,6
2025-05-18 00:00:00+00:00,12,8,18,11
2025-05-19 00:00:00+00:00,158,73,41,20
2025-05-20 00:00:00+00:00,105,71,39,23
2025-05-21 00:00:00+00:00,110,59,36,21
2025-05-22 00:00:00+00:00,221,78,135,27
2025-05-23 00:00:00+00:00,268,64,25,19
2025-05-24 00:00:00+00:00,114,86,8,8
2025-05-25 00:00:00+00:00,27,21,9,8
2025-05-26 00:00:00+00:00,466,21,44,22
2025-05-27 00:00:00+00:00,162,33,45,23
2025-05-28 00:00:00+00:00,415,111,28,19
