time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-05 00:00:00+00:00,80,3,24,12
2024-07-06 00:00:00+00:00,196,7,16,6
2024-07-07 00:00:00+00:00,16,3,11,7
2024-07-08 00:00:00+00:00,545,3,29,21
2024-07-09 00:00:00+00:00,158,4,66,15
2024-07-10 00:00:00+00:00,224,4,36,25
2024-07-11 00:00:00+00:00,326,5,37,24
2024-07-12 00:00:00+00:00,71,2,58,20
2024-07-13 00:00:00+00:00,12,4,44,12
2024-07-14 00:00:00+00:00,9,4,22,9
2024-07-15 00:00:00+00:00,109,6,35,19
2024-07-16 00:00:00+00:00,117,4,65,30
2024-07-17 00:00:00+00:00,28,3,58,26
2024-07-18 00:00:00+00:00,44,4,27,15
