time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-15 00:00:00+00:00,109,6,35,19
2024-07-16 00:00:00+00:00,117,4,65,30
2024-07-17 00:00:00+00:00,28,3,58,26
2024-07-18 00:00:00+00:00,46,5,28,16
2024-07-19 00:00:00+00:00,70,4,24,15
2024-07-20 00:00:00+00:00,57,3,9,5
2024-07-21 00:00:00+00:00,421,4,5,4
2024-07-22 00:00:00+00:00,109,5,25,14
2024-07-23 00:00:00+00:00,487,5,45,22
2024-07-24 00:00:00+00:00,283,8,86,29
2024-07-25 00:00:00+00:00,211,5,26,19
2024-07-26 00:00:00+00:00,116,5,26,21
2024-07-27 00:00:00+00:00,20,4,46,14
2024-07-28 00:00:00+00:00,190,3,10,2
