time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-30 00:00:00+00:00,1138,320,32,22
2026-07-31 00:00:00+00:00,1555,359,41,23
2026-08-01 00:00:00+00:00,766,308,26,18
2026-08-02 00:00:00+00:00,585,244,26,12
2026-08-03 00:00:00+00:00,252,58,36,27
2026-08-04 00:00:00+00:00,785,259,116,61
2026-08-05 00:00:00+00:00,212,119,63,51
2026-08-06 00:00:00+00:00,361,146,48,32
2026-08-07 00:00:00+00:00,251,123,36,25
2026-08-08 00:00:00+00:00,448,140,45,37
2026-08-09 00:00:00+00:00,246,170,30,23
2026-08-10 00:00:00+00:00,768,371,74,20
2026-08-11 00:00:00+00:00,272,114,41,18
2026-08-12 00:00:00+00:00,913,335,57,32
